author,alias,title,date,ip,city,country,ups,downs,comments,url
yukihira,△_▲△,[影音] GIRIBOY wall.live (Live Clip),2022-09-29 19:54:26,49.158.101.59,New Taipei,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664452468.A.EEC.html
johnny40615,豆?,[影音] 220929 Mnet M Countdown,2022-09-29 18:51:39,114.24.0.245,New Taipei,Taiwan,33,0,2,https://www.ptt.cc/bbs/KoreanPop/M.1664448702.A.1DE.html
johnny40615,豆?,[情報] 220930 KBS Music Bank 節目單,2022-09-29 18:48:37,114.24.0.245,New Taipei,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664448521.A.511.html
yihsuan1122,,[情報] MUSHVENOM - 讓我完成做不到的事，做到了卻說算了,2022-09-29 18:03:15,49.216.90.186,Tainan City,Taiwan,0,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1664445799.A.035.html
tycousin,500元,[情報] HYUK(VIXX) - Stay For Me Feat.徐仁國,2022-09-29 17:52:32,51,New Taipei,Taiwan,17,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664445156.A.F57.html
tycousin,500元,[情報] 金榮澈 - Marc Got It,2022-09-29 17:47:24,114.47.173.12,Kaohsiung City,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664444847.A.D21.html
tycousin,500元,[情報] BE'O 迷你一輯 'FIVE SENSES',2022-09-29 17:16:32,114.47.173.12,Kaohsiung City,Taiwan,14,0,2,https://www.ptt.cc/bbs/KoreanPop/M.1664442996.A.05D.html
tycousin,500元,[情報] LIMELIGHT(新女團) 首張EP 'LIMELIGHT',2022-09-29 17:06:49,114.47.173.12,Kaohsiung City,Taiwan,9,0,3,https://www.ptt.cc/bbs/KoreanPop/M.1664442413.A.028.html
tycousin,500元,[情報] EXID - FIRE,2022-09-29 17:03:06,114.47.173.12,Kaohsiung City,Taiwan,166,0,47,https://www.ptt.cc/bbs/KoreanPop/M.1664442188.A.FCB.html
LeeSuHoon,Mika,[情報] KINGDOM 迷你五輯 10/05 回歸概念(集中),2022-09-29 15:42:31,111.249.168.30,New Taipei,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664437353.A.6C3.html
johnny40615,豆?,[情報] 221001 MBC Show!音樂中心 節目單,2022-09-29 13:14:35,114.24.0.245,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664428479.A.D88.html
lucy9422,chiaya,Fw: [情報] GREAT SEOUL INVASION Semi Final,2022-09-29 12:19:08,36.231.99.37,New Taipei,Taiwan,1,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1664425149.A.9C7.html
YdNic1412,Love or what you will.,"[情報] BLACKPINK 正規二輯 ""BORN PINK""",2022-09-16 12:04:56,111.249.75.15,Hsinchu,Taiwan,263,9,122,https://www.ptt.cc/bbs/KoreanPop/M.1663301098.A.9B3.html
lucy9422,chiaya,Fw: [情報] After Thoughts - After Thoughts,2022-09-16 00:19:13,36.231.123.27,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663258754.A.AAB.html
pkkcyc,,[情報] CIRCLE專輯週榜 (2022.09.04~2022.09.10),2022-09-15 23:07:38,36.227.215.229,New Taipei,Taiwan,3,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663254460.A.827.html
tycousin,500元,[情報] NMIXX 單曲二輯 <ENTWURF> 預告集中,2022-09-15 23:01:18,42.77.7.56,Kaohsiung City,Taiwan,42,0,12,https://www.ptt.cc/bbs/KoreanPop/M.1663254080.A.C30.html
pkkcyc,,[情報] CIRCLE數位週榜 (2022.09.04~2022.09.10),2022-09-15 23:01:12,36.227.215.229,New Taipei,Taiwan,5,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1663254074.A.9F8.html
johnny40615,豆?,[情報] 220916 KBS Music Bank 節目單,2022-09-15 20:42:04,114.24.14.205,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663245727.A.A3F.html
littledos, ,[影音] KCON 2022 LA COVER舞台,2022-09-15 20:22:36,223.140.210.45,New Taipei,Taiwan,11,0,3,https://www.ptt.cc/bbs/KoreanPop/M.1663244558.A.470.html
tycousin,500元,"[情報] 獨角獸 OST Part.3 - GA EUN,Ayul ",2022-09-15 17:41:58,114.47.164.149,Kaohsiung City,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663234922.A.1CC.html
tycousin,500元,"[情報] AB6IX,Reiley - Moonlight",2022-09-15 17:37:31,114.47.164.149,Kaohsiung City,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663234655.A.C50.html
tycousin,500元,[情報] pH-1正規三輯BUT FOR NOW LEAVE ME ALONE,2022-09-15 17:33:22,114.47.164.149,Kaohsiung City,Taiwan,5,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663234405.A.637.html
johnny40615,豆?,[情報] 220917 MBC Show!音樂中心 節目單,2022-09-15 17:28:44,27.53.41.171,,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663234126.A.0E9.html
lucy9422,chiaya,Fw: [情報] Silica Gel - It rains (Watcha Inside Lyrics),2022-09-15 17:19:30,36.231.123.27,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663233571.A.773.html
lucy9422,chiaya,Fw: [情報] The Black Skirts - TEEN TROUBLES,2022-09-15 17:18:47,36.231.123.27,New Taipei,Taiwan,2,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1663233528.A.1C4.html
tycousin,500元,[情報] Wonstein - Cassie ($),2022-09-15 17:14:58,114.47.164.149,Kaohsiung City,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663233302.A.FED.html
tycousin,500元,[情報] 說出你的願望 OST Part.8 - 秀英,2022-09-15 17:11:41,114.47.164.149,Kaohsiung City,Taiwan,4,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663233105.A.3C4.html
tycousin,500元,[情報] Good Job OST Part.4 - Yerin,2022-09-15 17:08:35,114.47.164.149,Kaohsiung City,Taiwan,2,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663232918.A.8A9.html
Cchild,古戰逃兵,[影音] NCT 127 ‘疾馳 (2 Baddies)’MV,2022-09-15 17:01:27,180.177.102.22,New Taipei,Taiwan,35,0,10,https://www.ptt.cc/bbs/KoreanPop/M.1663232491.A.F73.html
lucy9422,chiaya,[情報] Dabin Yu - 秋天 (Fall),2022-09-15 14:17:42,36.231.123.27,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663222664.A.EAB.html
lucy9422,chiaya,[情報] 李俊炯(Lee Jun Hyung) - UTOPIA ,2022-09-15 14:16:41,36.231.123.27,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663222603.A.22B.html
lucy9422,chiaya,Fw: [情報] GREAT SEOUL INVASION Section 6,2022-09-15 12:42:55,36.231.123.27,New Taipei,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663216976.A.C13.html
Im22Yo,Beautiful Wanna One,[影音] 李彩演 MacGuffin : Since Jan.11.1700,2022-09-28 23:03:15,101.138.112.36,,Taiwan,8,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664377397.A.CE2.html
johnny40615,豆?,[影音] 220928 MBC M Show Champion,2022-09-28 18:44:35,110.30.145.55,New Taipei,Taiwan,9,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664361878.A.8BA.html
angelak765,Wandering,"[影音] Sing In The Green Part 6 - 尹尚, 尹單單, Stella Jang, YERIN, ADO",2022-09-28 18:18:11,42.77.68.192,Tainan City,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664360296.A.8D6.html
sagilmilk,,[情報] 鄭東元.朴池原-Love Actually,2022-09-28 17:58:55,36.234.5.250,Taichung,Taiwan,4,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664359141.A.587.html
lucy9422,chiaya,Fw: [情報] The VANE - PARAN,2022-09-28 17:31:07,36.231.69.243,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664357468.A.426.html
nccucat, ,[影音] LIMELIGHT - Eye To Eye MV,2022-09-28 17:27:29,61.223.186.245,Miaoli,Taiwan,19,0,6,https://www.ptt.cc/bbs/KoreanPop/M.1664357251.A.BE5.html
lucy9422,chiaya,[影音] JTBC Begin Again Open MIC 第18組陣容,2022-09-28 17:10:15,36.231.69.243,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664356217.A.522.html
johnny40615,豆?,[情報] 220929 Mnet M Countdown 節目單,2022-09-28 13:28:56,110.30.145.55,New Taipei,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664342938.A.679.html
sodavoxyi,LOVE YOURSELF,[情報] TAEWOO - Mayday,2022-09-28 11:04:33,220.138.220.108,Keelung,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664334277.A.ECA.html
Im22Yo,Beautiful Wanna One,[情報] ROY KIM 先行曲10/14 正規4輯10/25 回歸,2022-09-27 23:04:27,101.138.245.18,,Taiwan,14,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1664291069.A.303.html
tycousin,500元,[影音] NMIXX-COOL(Your rainbow) SPECIAL VIDEO,2022-09-27 21:04:41,114.47.160.125,New Taipei,Taiwan,32,0,11,https://www.ptt.cc/bbs/KoreanPop/M.1664283883.A.FEF.html
tycousin,500元,[影音] LIMELIGHT(新女團) - StarLight M/V,2022-09-27 17:33:11,114.47.160.125,New Taipei,Taiwan,15,0,6,https://www.ptt.cc/bbs/KoreanPop/M.1664271193.A.377.html
tycousin,500元,[情報] CRAVITY 迷你四輯 'NEW WAVE',2022-09-27 17:13:48,114.47.160.125,New Taipei,Taiwan,8,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1664270030.A.4FA.html
tycousin,500元,[影音] [加長型禮車服務] EP.30 BTOB 李昌燮,2022-09-27 17:09:07,114.47.160.125,New Taipei,Taiwan,15,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1664269749.A.CF4.html
tycousin,500元,[情報] 偶然的田園日記 OST Part.4 - Song Yujin,2022-09-27 17:08:16,114.47.160.125,New Taipei,Taiwan,1,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1664269700.A.68D.html
sodavoxyi,LOVE YOURSELF,[情報] 精神教練諸葛吉 OST Part.3 - 李承允,2022-09-27 17:00:20,220.138.220.94,Keelung,Taiwan,4,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664269222.A.487.html
johnny40615,豆?,[情報] 220928 MBC M Show Champion 節目單,2022-09-27 14:45:06,27.53.56.233,,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664261108.A.9AD.html
tycousin,500元,[情報] PLAYLIST OST Part.3 - MeloMance,2022-09-27 13:39:55,114.47.160.125,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664257200.A.CB6.html
ayuro,想看Jason Mraz...,[影音] EXID - FIRE Teaser#1,2022-09-14 20:47:12,36.227.127.240,New Taipei,Taiwan,53,0,12,https://www.ptt.cc/bbs/KoreanPop/M.1663159634.A.4D0.html
nccucat, ,[影音] IRRIS 'STAY WITH ME' MV,2022-09-14 20:23:54,1.165.64.209,Taichung,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663158236.A.8C4.html
johnny40615,豆?,[影音] 220914 MBC M Show Champion,2022-09-14 18:59:39,27.53.168.42,,Taiwan,25,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1663153181.A.246.html
angelak765,Wandering,[影音] Sing In The Green Part 4 - ADORA,2022-09-14 18:19:49,42.77.86.0,Kaohsiung City,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663150796.A.F68.html
tycousin,500元,"[情報] 安炳雄,Layone,趙廣一 - Rain Drop",2022-09-14 17:05:37,114.47.149.250,Kaohsiung City,Taiwan,2,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663146341.A.47A.html
tycousin,500元,[情報] DIA - 耀眼的一天,2022-09-14 17:02:43,114.47.149.250,Kaohsiung City,Taiwan,28,0,2,https://www.ptt.cc/bbs/KoreanPop/M.1663146165.A.B25.html
tycousin,500元,[情報] 磪有情 - Sunflower,2022-09-14 17:01:22,50,New Taipei,Taiwan,15,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1663146085.A.EC7.html
tycousin,500元,[情報] 說出你的願望 OST Part.7 - SURAN,2022-09-14 12:04:05,114.47.149.250,Kaohsiung City,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663128250.A.13A.html
lucy9422,chiaya,Fw: [情報] Lacuna - I Love You,2022-09-14 11:05:45,36.231.123.27,New Taipei,Taiwan,2,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663124746.A.6E4.html
johnny40615,豆?,[情報] 220914 MBC M Show Champion 節目單,2022-09-14 01:13:16,114.24.14.205,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663089199.A.A4B.html
qoo12311,qoo,[影音] 第二個世界 第一輪競演 表演片段,2022-09-14 01:10:22,1.161.127.234,New Taipei,Taiwan,36,0,10,https://www.ptt.cc/bbs/KoreanPop/M.1663089024.A.2D5.html
yutan0802,  ;  ;  ,[影音] BLACKPINK - 'Shut Down' M/V TEASER,2022-09-13 23:08:03,106.64.153.1,,Taiwan,48,0,11,https://www.ptt.cc/bbs/KoreanPop/M.1663081685.A.2B7.html
tycousin,500元,[情報] (G)I-DLE 迷你5輯 [I love] 10/17回歸,2022-09-13 23:04:41,114.47.142.215,Kaohsiung City,Taiwan,21,0,3,https://www.ptt.cc/bbs/KoreanPop/M.1663081483.A.B41.html
johnny40615,豆?,[影音] 220913 SBS M THE SHOW,2022-09-13 18:52:41,39.13.65.101,New Taipei,Taiwan,23,0,3,https://www.ptt.cc/bbs/KoreanPop/M.1663066363.A.3AC.html
tycousin,500元,[影音] Dingo Killing Voice - 金娜英,2022-09-13 18:00:28,114.47.142.215,Kaohsiung City,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663063230.A.9D1.html
Im22Yo,Beautiful Wanna One,[影音] 黃旼炫 - Again,2022-09-13 17:50:34,101.138.133.152,,Taiwan,9,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1663062636.A.721.html
tycousin,500元,[影音] 磪有情 - Sunflower M/V Teaser,2022-09-13 17:28:38,114.47.142.215,Kaohsiung City,Taiwan,2,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663061320.A.A6C.html
tycousin,500元,[情報] 精神教練諸葛吉 OST Part.1 - Band Nah,2022-09-13 17:23:36,114.47.142.215,Kaohsiung City,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663061019.A.0F6.html
tycousin,500元,[情報] 依法相愛吧 OST Part.2 - 曺柔理,2022-09-13 17:19:56,114.47.142.215,Kaohsiung City,Taiwan,2,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663060800.A.4E6.html
tycousin,500元,[情報] 偶然的田園日記 OST Part.2 - O.WHEN,2022-09-13 17:17:15,114.47.142.215,Kaohsiung City,Taiwan,1,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1663060638.A.226.html
pkkcyc,,[情報] Melon 週榜 (2022.09.19 ~ 2022.09.25),2022-09-26 21:31:49,36.227.227.192,Hualien City,Taiwan,5,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1664199111.A.F4B.html
Im22Yo,Beautiful Wanna One,[影音] NCT 127 - 疾馳 接力舞蹈,2022-09-26 20:36:37,101.138.201.192,,Taiwan,2,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664195799.A.74C.html
kellyou,小歐,[影音] EXID - FIRE  MV teaser 2,2022-09-26 19:02:38,219.71.169.47,New Taipei,Taiwan,40,0,7,https://www.ptt.cc/bbs/KoreanPop/M.1664190160.A.7B2.html
yihsuan1122,,"[情報] 姜珉炅, 崔政勳 - 因為我們那麼相愛",2022-09-26 18:25:46,49.216.89.141,New Taipei,Taiwan,7,0,3,https://www.ptt.cc/bbs/KoreanPop/M.1664187950.A.4D4.html
mon60819,OrbiT,[情報] Dreamcatcher 迷你七輯 10/11 回歸,2022-09-26 17:41:15,60.241.57.195,Brisbane,Australia,30,0,2,https://www.ptt.cc/bbs/KoreanPop/M.1664185279.A.CFE.html
angelak765,Wandering,[情報] NavyQuokka - I Feel It,2022-09-26 17:37:15,42.77.68.192,Tainan City,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664185040.A.0B3.html
tycousin,500元,[情報] XIUMIN 迷你一輯 'Brand New',2022-09-26 17:32:55,42.77.150.183,Tainan City,Taiwan,12,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664184779.A.516.html
angelak765,Wandering,[情報] ADORA 迷你1輯 Adorable REbirth,2022-09-26 16:59:42,42.77.68.192,Tainan City,Taiwan,2,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1664182784.A.19E.html
airbase,airbase,[影音] LE SSERAFIM《ANTIFRAGILE》Trailer,2022-09-26 10:06:37,36.236.243.53,Kaohsiung City,Taiwan,68,1,10,https://www.ptt.cc/bbs/KoreanPop/M.1664158000.A.D04.html
mista1130,季少,[影音] mimiirose 'Rose' MV 完整版,2022-09-25 23:55:18,27.242.70.119,New Taipei,Taiwan,3,0,4,https://www.ptt.cc/bbs/KoreanPop/M.1664121320.A.5D8.html
pkkcyc,,[情報] Kep1er 10/13 迷你三輯 回歸預告,2022-09-25 23:06:34,36.227.227.192,Hualien City,Taiwan,11,0,6,https://www.ptt.cc/bbs/KoreanPop/M.1664118396.A.D55.html
pkkcyc,,[情報] YouTube MV點閱排行(2022 09.18~09.24),2022-09-25 22:28:56,36.227.227.192,Hualien City,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664116138.A.E1E.html
johnny40615,豆?,[影音] 220925 SBS 人氣歌謠,2022-09-25 19:43:45,114.24.0.245,New Taipei,Taiwan,13,0,2,https://www.ptt.cc/bbs/KoreanPop/M.1664106229.A.0D1.html
Im22Yo,Beautiful Wanna One,[影音] CLASS:y - 我可以稱之為愛嗎 ,2022-09-25 17:57:53,101.138.223.157,,Taiwan,0,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1664099875.A.6D4.html
angelak765,Wandering,"[情報] Dept - Dream (Feat. Ashley Alisha, J.O.Y)",2022-09-25 17:25:53,42.77.68.192,Tainan City,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664097960.A.259.html
yihsuan1122,,"[情報] 10CM, BIG Naughty - 正好就10CM",2022-09-25 17:03:20,49.216.89.141,New Taipei,Taiwan,10,0,8,https://www.ptt.cc/bbs/KoreanPop/M.1664096607.A.DD2.html
tycousin,500元,[影音] 220924 JTBC K-909 E01,2022-09-25 12:46:11,114.47.191.109,New Taipei,Taiwan,1,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1664081173.A.375.html
tycousin,500元,[情報] PLAYLIST OST Part.2 - MeloMance,2022-09-13 17:12:19,114.47.142.215,Kaohsiung City,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663060343.A.658.html
tycousin,500元,[影音] [加長型禮車服務] EP28. 崔叡娜,2022-09-13 17:00:02,114.47.142.215,Kaohsiung City,Taiwan,4,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663059604.A.C57.html
yihsuan1122,,[影音] The Rose - Childhood Teaser (先行曲),2022-09-12 23:07:19,140.115.232.56,New Taipei,Taiwan,10,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662995243.A.B10.html
sodavoxyi,LOVE YOURSELF,[情報] ADORA 迷你1輯 [Adorable REbirth],2022-09-12 23:02:50,114.32.152.169,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662994973.A.CA7.html
Im22Yo,Beautiful Wanna One,[影音] SEULGI 迷你1輯 [28 Reasons] Trailer,2022-09-12 23:01:00,101.138.251.63,,Taiwan,83,0,16,https://www.ptt.cc/bbs/KoreanPop/M.1662994862.A.452.html
pkkcyc,,[情報] HANTEO週榜 (2022-09-05 ~ 2022-09-11),2022-09-12 22:19:03,36.227.229.143,Hualien City,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662992345.A.773.html
pkkcyc,,[情報] Melon 週榜 (2022.09.05 ~ 2022.09.11),2022-09-12 22:10:43,36.227.229.143,Hualien City,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662991845.A.01B.html
tycousin,500元,[影音] Dingo Killing Verse - SMTM11出演者合集,2022-09-12 19:06:39,114.47.150.123,Kaohsiung City,Taiwan,1,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1662980801.A.68E.html
angelak765,Wandering,"[影音] Zia, 許閣 - 酒算什麼啊",2022-09-12 17:18:54,42.77.86.0,Kaohsiung City,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662974336.A.3BC.html
johnny40615,豆?,[情報] 220913 SBS M THE SHOW 節目單,2022-09-12 16:31:16,27.240.192.16,,Taiwan,2,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662971479.A.B35.html
pkkcyc,,[情報] YouTube MV點閱排行(2022 09.04~09.10),2022-09-11 23:35:47,36.227.213.183,New Taipei,Taiwan,10,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1662910550.A.ECE.html
yihsuan1122,,[情報] Leellamarz-City Lights (ft. Hash Swan),2022-09-10 18:33:41,106.1.121.17,Chang-hua,Taiwan,4,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662806033.A.974.html
lucy9422,chiaya,[情報] BIG Naughty - Ung (Watcha Inside Lyrics),2022-09-10 17:22:09,36.231.69.166,New Taipei,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662801736.A.802.html
lucy9422,chiaya,Fw: [情報] SURL - Airbag (Watcha Inside Lyrics),2022-09-10 17:08:44,36.231.69.166,New Taipei,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662800925.A.48F.html
chw1126,小顆粒三頁蟲,"[影音] ABOUT, Hemo - 燒傷(Burn)(Ft.SF9輝映)",2022-09-09 22:33:36,223.136.96.14,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662734027.A.6EA.html
yukihira,△_▲△,[影音] tripleS : GongYuBin(公開第八位成員),2022-09-09 20:11:13,49.158.101.59,New Taipei,Taiwan,0,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1662725475.A.C4F.html
johnny40615,豆?,[影音] 220909 ArirangTV Simply K-Pop,2022-09-09 19:28:30,36.224.141.184,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662722913.A.F16.html
johnny40615,豆?,[情報] 220909 KBS Music Bank K-Chart,2022-09-09 19:12:23,36.224.141.184,New Taipei,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662721945.A.513.html
tycousin,500元,[影音] pH-1 - YUPPIE TING Feat. Blase M/V,2022-09-09 17:23:34,114.47.195.242,Tainan City,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662715416.A.657.html
Im22Yo,Beautiful Wanna One,[影音] 黃旼炫 - Again Teaser,2022-09-09 17:08:39,101.138.14.211,,Taiwan,3,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662714521.A.CD6.html
